,circle_id,kmradius,overlap,center_lat,center_lon,circle_weight
1915,1915,1,50,52.39405827510934,13.19813,16
1916,1916,1,50,52.39405827510934,13.210667988193114,14
1917,1917,1,50,52.39405827510934,13.223205976386229,12
1918,1918,1,50,52.39405827510934,13.23574396457934,24
1919,1919,1,50,52.39405827510934,13.248281952772452,20
1920,1920,1,50,52.39405827510934,13.260819940965566,26
1921,1921,1,50,52.39405827510934,13.27335792915868,10
1922,1922,1,50,52.39405827510934,13.285895917351793,4
1923,1923,1,50,52.39405827510934,13.298433905544906,4
1924,1924,1,50,52.39405827510934,13.31097189373802,0
1925,1925,1,50,52.39405827510934,13.323509881931132,0
1926,1926,1,50,52.39405827510934,13.336047870124244,0
1927,1927,1,50,52.39405827510934,13.348585858317358,0
1928,1928,1,50,52.39405827510934,13.361123846510472,0
1929,1929,1,50,52.39405827510934,13.373661834703585,2
1930,1930,1,50,52.39405827510934,13.386199822896698,8
1931,1931,1,50,52.39405827510934,13.398737811089813,38
1932,1932,1,50,52.39405827510934,13.411275799282924,26
1933,1933,1,50,52.39405827510934,13.423813787476035,8
1934,1934,1,50,52.39405827510934,13.43635177566915,16
1935,1935,1,50,52.39405827510934,13.448889763862264,16
1936,1936,1,50,52.39405827510934,13.461427752055377,4
1937,1937,1,50,52.39405827510934,13.47396574024849,0
1938,1938,1,50,52.39405827510934,13.486503728441605,2
1939,1939,1,50,52.39405827510934,13.499041716634716,2
1940,1940,1,50,52.39405827510934,13.51157970482783,30
1941,1941,1,50,52.39405827510934,13.524117693020942,31
1942,1942,1,50,52.39405827510934,13.536655681214055,14
1943,1943,1,50,52.39405827510934,13.549193669407169,8
1944,1944,1,50,52.39405827510934,13.561731657600282,5
1945,1945,1,50,52.39405827510934,13.574269645793397,5
1946,1946,1,50,52.39405827510934,13.586807633986508,4
1947,1947,1,50,52.403101992438906,13.19813,4
1948,1948,1,50,52.403101992438906,13.210667988193114,9
1949,1949,1,50,52.403101992438906,13.223205976386229,25
1950,1950,1,50,52.403101992438906,13.23574396457934,32
1951,1951,1,50,52.403101992438906,13.248281952772452,37
1952,1952,1,50,52.403101992438906,13.260819940965566,31
1953,1953,1,50,52.403101992438906,13.27335792915868,23
1954,1954,1,50,52.403101992438906,13.285895917351793,3
1955,1955,1,50,52.403101992438906,13.298433905544906,3
1956,1956,1,50,52.403101992438906,13.31097189373802,0
1957,1957,1,50,52.403101992438906,13.323509881931132,0
1958,1958,1,50,52.403101992438906,13.336047870124244,2
1959,1959,1,50,52.403101992438906,13.348585858317358,5
1960,1960,1,50,52.403101992438906,13.361123846510472,6
1961,1961,1,50,52.403101992438906,13.373661834703585,8
1962,1962,1,50,52.403101992438906,13.386199822896698,8
1963,1963,1,50,52.403101992438906,13.398737811089813,27
1964,1964,1,50,52.403101992438906,13.411275799282924,22
1965,1965,1,50,52.403101992438906,13.423813787476035,3
1966,1966,1,50,52.403101992438906,13.43635177566915,18
1967,1967,1,50,52.403101992438906,13.448889763862264,22
1968,1968,1,50,52.403101992438906,13.461427752055377,4
1969,1969,1,50,52.403101992438906,13.47396574024849,2
1970,1970,1,50,52.403101992438906,13.486503728441605,0
1971,1971,1,50,52.403101992438906,13.499041716634716,18
1972,1972,1,50,52.403101992438906,13.51157970482783,20
1973,1973,1,50,52.403101992438906,13.524117693020942,12
1974,1974,1,50,52.403101992438906,13.536655681214055,20
1975,1975,1,50,52.403101992438906,13.549193669407169,14
1976,1976,1,50,52.403101992438906,13.561731657600282,3
1977,1977,1,50,52.403101992438906,13.574269645793397,10
1978,1978,1,50,52.403101992438906,13.586807633986508,6
1979,1979,1,50,52.41214570976848,13.19813,4
1980,1980,1,50,52.41214570976848,13.210667988193114,6
1981,1981,1,50,52.41214570976848,13.223205976386229,16
1982,1982,1,50,52.41214570976848,13.23574396457934,21
1983,1983,1,50,52.41214570976848,13.248281952772452,6
1984,1984,1,50,52.41214570976848,13.260819940965566,20
1985,1985,1,50,52.41214570976848,13.27335792915868,14
1986,1986,1,50,52.41214570976848,13.285895917351793,5
1987,1987,1,50,52.41214570976848,13.298433905544906,19
1988,1988,1,50,52.41214570976848,13.31097189373802,22
1989,1989,1,50,52.41214570976848,13.323509881931132,12
1990,1990,1,50,52.41214570976848,13.336047870124244,21
1991,1991,1,50,52.41214570976848,13.348585858317358,31
1992,1992,1,50,52.41214570976848,13.361123846510472,26
1993,1993,1,50,52.41214570976848,13.373661834703585,23
1994,1994,1,50,52.41214570976848,13.386199822896698,13
1995,1995,1,50,52.41214570976848,13.398737811089813,61
1996,1996,1,50,52.41214570976848,13.411275799282924,55
1997,1997,1,50,52.41214570976848,13.423813787476035,10
1998,1998,1,50,52.41214570976848,13.43635177566915,7
1999,1999,1,50,52.41214570976848,13.448889763862264,6
2000,2000,1,50,52.41214570976848,13.461427752055377,1
2001,2001,1,50,52.41214570976848,13.47396574024849,1
2002,2002,1,50,52.41214570976848,13.486503728441605,40
2003,2003,1,50,52.41214570976848,13.499041716634716,48
2004,2004,1,50,52.41214570976848,13.51157970482783,13
2005,2005,1,50,52.41214570976848,13.524117693020942,10
2006,2006,1,50,52.41214570976848,13.536655681214055,22
2007,2007,1,50,52.41214570976848,13.549193669407169,10
2008,2008,1,50,52.41214570976848,13.561731657600282,12
2009,2009,1,50,52.41214570976848,13.574269645793397,22
2010,2010,1,50,52.41214570976848,13.586807633986508,28
2011,2011,1,50,52.42118942709804,13.19813,6
2012,2012,1,50,52.42118942709804,13.210667988193114,14
2013,2013,1,50,52.42118942709804,13.223205976386229,12
2014,2014,1,50,52.42118942709804,13.23574396457934,7
2015,2015,1,50,52.42118942709804,13.248281952772452,8
2016,2016,1,50,52.42118942709804,13.260819940965566,37
2017,2017,1,50,52.42118942709804,13.27335792915868,13
2018,2018,1,50,52.42118942709804,13.285895917351793,16
2019,2019,1,50,52.42118942709804,13.298433905544906,40
2020,2020,1,50,52.42118942709804,13.31097189373802,45
2021,2021,1,50,52.42118942709804,13.323509881931132,76
2022,2022,1,50,52.42118942709804,13.336047870124244,64
2023,2023,1,50,52.42118942709804,13.348585858317358,22
2024,2024,1,50,52.42118942709804,13.361123846510472,21
2025,2025,1,50,52.42118942709804,13.373661834703585,16
2026,2026,1,50,52.42118942709804,13.386199822896698,34
2027,2027,1,50,52.42118942709804,13.398737811089813,66
2028,2028,1,50,52.42118942709804,13.411275799282924,36
2029,2029,1,50,52.42118942709804,13.423813787476035,41
2030,2030,1,50,52.42118942709804,13.43635177566915,52
2031,2031,1,50,52.42118942709804,13.448889763862264,38
2032,2032,1,50,52.42118942709804,13.461427752055377,41
2033,2033,1,50,52.42118942709804,13.47396574024849,53
2034,2034,1,50,52.42118942709804,13.486503728441605,98
2035,2035,1,50,52.42118942709804,13.499041716634716,74
2036,2036,1,50,52.42118942709804,13.51157970482783,11
2037,2037,1,50,52.42118942709804,13.524117693020942,16
2038,2038,1,50,52.42118942709804,13.536655681214055,30
2039,2039,1,50,52.42118942709804,13.549193669407169,22
2040,2040,1,50,52.42118942709804,13.561731657600282,5
2041,2041,1,50,52.42118942709804,13.574269645793397,27
2042,2042,1,50,52.42118942709804,13.586807633986508,28
2043,2043,1,50,52.43023314442761,13.19813,34
2044,2044,1,50,52.43023314442761,13.210667988193114,26
2045,2045,1,50,52.43023314442761,13.223205976386229,27
2046,2046,1,50,52.43023314442761,13.23574396457934,21
2047,2047,1,50,52.43023314442761,13.248281952772452,88
2048,2048,1,50,52.43023314442761,13.260819940965566,101
2049,2049,1,50,52.43023314442761,13.27335792915868,56
2050,2050,1,50,52.43023314442761,13.285895917351793,10
2051,2051,1,50,52.43023314442761,13.298433905544906,34
2052,2052,1,50,52.43023314442761,13.31097189373802,47
2053,2053,1,50,52.43023314442761,13.323509881931132,96
2054,2054,1,50,52.43023314442761,13.336047870124244,106
2055,2055,1,50,52.43023314442761,13.348585858317358,46
2056,2056,1,50,52.43023314442761,13.361123846510472,19
2057,2057,1,50,52.43023314442761,13.373661834703585,25
2058,2058,1,50,52.43023314442761,13.386199822896698,50
2059,2059,1,50,52.43023314442761,13.398737811089813,32
2060,2060,1,50,52.43023314442761,13.411275799282924,6
2061,2061,1,50,52.43023314442761,13.423813787476035,23
2062,2062,1,50,52.43023314442761,13.43635177566915,48
2063,2063,1,50,52.43023314442761,13.448889763862264,78
2064,2064,1,50,52.43023314442761,13.461427752055377,71
2065,2065,1,50,52.43023314442761,13.47396574024849,47
2066,2066,1,50,52.43023314442761,13.486503728441605,48
2067,2067,1,50,52.43023314442761,13.499041716634716,12
2068,2068,1,50,52.43023314442761,13.51157970482783,6
2069,2069,1,50,52.43023314442761,13.524117693020942,23
2070,2070,1,50,52.43023314442761,13.536655681214055,67
2071,2071,1,50,52.43023314442761,13.549193669407169,65
2072,2072,1,50,52.43023314442761,13.561731657600282,7
2073,2073,1,50,52.43023314442761,13.574269645793397,9
2074,2074,1,50,52.43023314442761,13.586807633986508,11
2075,2075,1,50,52.43927686175718,13.19813,17
2076,2076,1,50,52.43927686175718,13.210667988193114,16
2077,2077,1,50,52.43927686175718,13.223205976386229,17
2078,2078,1,50,52.43927686175718,13.23574396457934,31
2079,2079,1,50,52.43927686175718,13.248281952772452,62
2080,2080,1,50,52.43927686175718,13.260819940965566,85
2081,2081,1,50,52.43927686175718,13.27335792915868,24
2082,2082,1,50,52.43927686175718,13.285895917351793,47
2083,2083,1,50,52.43927686175718,13.298433905544906,61
2084,2084,1,50,52.43927686175718,13.31097189373802,54
2085,2085,1,50,52.43927686175718,13.323509881931132,34
2086,2086,1,50,52.43927686175718,13.336047870124244,66
2087,2087,1,50,52.43927686175718,13.348585858317358,57
2088,2088,1,50,52.43927686175718,13.361123846510472,20
2089,2089,1,50,52.43927686175718,13.373661834703585,44
2090,2090,1,50,52.43927686175718,13.386199822896698,87
2091,2091,1,50,52.43927686175718,13.398737811089813,38
2092,2092,1,50,52.43927686175718,13.411275799282924,6
2093,2093,1,50,52.43927686175718,13.423813787476035,21
2094,2094,1,50,52.43927686175718,13.43635177566915,29
2095,2095,1,50,52.43927686175718,13.448889763862264,41
2096,2096,1,50,52.43927686175718,13.461427752055377,50
2097,2097,1,50,52.43927686175718,13.47396574024849,14
2098,2098,1,50,52.43927686175718,13.486503728441605,6
2099,2099,1,50,52.43927686175718,13.499041716634716,17
2100,2100,1,50,52.43927686175718,13.51157970482783,18
2101,2101,1,50,52.43927686175718,13.524117693020942,12
2102,2102,1,50,52.43927686175718,13.536655681214055,70
2103,2103,1,50,52.43927686175718,13.549193669407169,57
2104,2104,1,50,52.43927686175718,13.561731657600282,37
2105,2105,1,50,52.43927686175718,13.574269645793397,79
2106,2106,1,50,52.43927686175718,13.586807633986508,50
2107,2107,1,50,52.44832057908675,13.19813,2
2108,2108,1,50,52.44832057908675,13.210667988193114,1
2109,2109,1,50,52.44832057908675,13.223205976386229,2
2110,2110,1,50,52.44832057908675,13.23574396457934,12
2111,2111,1,50,52.44832057908675,13.248281952772452,30
2112,2112,1,50,52.44832057908675,13.260819940965566,24
2113,2113,1,50,52.44832057908675,13.27335792915868,21
2114,2114,1,50,52.44832057908675,13.285895917351793,61
2115,2115,1,50,52.44832057908675,13.298433905544906,89
2116,2116,1,50,52.44832057908675,13.31097189373802,76
2117,2117,1,50,52.44832057908675,13.323509881931132,103
2118,2118,1,50,52.44832057908675,13.336047870124244,75
2119,2119,1,50,52.44832057908675,13.348585858317358,62
2120,2120,1,50,52.44832057908675,13.361123846510472,16
2121,2121,1,50,52.44832057908675,13.373661834703585,61
2122,2122,1,50,52.44832057908675,13.386199822896698,138
2123,2123,1,50,52.44832057908675,13.398737811089813,67
2124,2124,1,50,52.44832057908675,13.411275799282924,10
2125,2125,1,50,52.44832057908675,13.423813787476035,24
2126,2126,1,50,52.44832057908675,13.43635177566915,50
2127,2127,1,50,52.44832057908675,13.448889763862264,52
2128,2128,1,50,52.44832057908675,13.461427752055377,35
2129,2129,1,50,52.44832057908675,13.47396574024849,9
2130,2130,1,50,52.44832057908675,13.486503728441605,6
2131,2131,1,50,52.44832057908675,13.499041716634716,28
2132,2132,1,50,52.44832057908675,13.51157970482783,58
2133,2133,1,50,52.44832057908675,13.524117693020942,36
2134,2134,1,50,52.44832057908675,13.536655681214055,21
2135,2135,1,50,52.44832057908675,13.549193669407169,14
2136,2136,1,50,52.44832057908675,13.561731657600282,42
2137,2137,1,50,52.44832057908675,13.574269645793397,110
2138,2138,1,50,52.44832057908675,13.586807633986508,100
2139,2139,1,50,52.45736429641632,13.19813,0
2140,2140,1,50,52.45736429641632,13.210667988193114,0
2141,2141,1,50,52.45736429641632,13.223205976386229,0
2142,2142,1,50,52.45736429641632,13.23574396457934,2
2143,2143,1,50,52.45736429641632,13.248281952772452,10
2144,2144,1,50,52.45736429641632,13.260819940965566,17
2145,2145,1,50,52.45736429641632,13.27335792915868,20
2146,2146,1,50,52.45736429641632,13.285895917351793,48
2147,2147,1,50,52.45736429641632,13.298433905544906,53
2148,2148,1,50,52.45736429641632,13.31097189373802,91
2149,2149,1,50,52.45736429641632,13.323509881931132,125
2150,2150,1,50,52.45736429641632,13.336047870124244,132
2151,2151,1,50,52.45736429641632,13.348585858317358,52
2152,2152,1,50,52.45736429641632,13.361123846510472,11
2153,2153,1,50,52.45736429641632,13.373661834703585,118
2154,2154,1,50,52.45736429641632,13.386199822896698,142
2155,2155,1,50,52.45736429641632,13.398737811089813,48
2156,2156,1,50,52.45736429641632,13.411275799282924,12
2157,2157,1,50,52.45736429641632,13.423813787476035,34
2158,2158,1,50,52.45736429641632,13.43635177566915,80
2159,2159,1,50,52.45736429641632,13.448889763862264,58
2160,2160,1,50,52.45736429641632,13.461427752055377,22
2161,2161,1,50,52.45736429641632,13.47396574024849,10
2162,2162,1,50,52.45736429641632,13.486503728441605,22
2163,2163,1,50,52.45736429641632,13.499041716634716,38
2164,2164,1,50,52.45736429641632,13.51157970482783,107
2165,2165,1,50,52.45736429641632,13.524117693020942,91
2166,2166,1,50,52.45736429641632,13.536655681214055,45
2167,2167,1,50,52.45736429641632,13.549193669407169,20
2168,2168,1,50,52.45736429641632,13.561731657600282,13
2169,2169,1,50,52.45736429641632,13.574269645793397,69
2170,2170,1,50,52.45736429641632,13.586807633986508,72
2171,2171,1,50,52.46640801374589,13.19813,2
2172,2172,1,50,52.46640801374589,13.210667988193114,0
2173,2173,1,50,52.46640801374589,13.223205976386229,0
2174,2174,1,50,52.46640801374589,13.23574396457934,0
2175,2175,1,50,52.46640801374589,13.248281952772452,0
2176,2176,1,50,52.46640801374589,13.260819940965566,1
2177,2177,1,50,52.46640801374589,13.27335792915868,5
2178,2178,1,50,52.46640801374589,13.285895917351793,23
2179,2179,1,50,52.46640801374589,13.298433905544906,40
2180,2180,1,50,52.46640801374589,13.31097189373802,69
2181,2181,1,50,52.46640801374589,13.323509881931132,121
2182,2182,1,50,52.46640801374589,13.336047870124244,130
2183,2183,1,50,52.46640801374589,13.348585858317358,47
2184,2184,1,50,52.46640801374589,13.361123846510472,11
2185,2185,1,50,52.46640801374589,13.373661834703585,60
2186,2186,1,50,52.46640801374589,13.386199822896698,88
2187,2187,1,50,52.46640801374589,13.398737811089813,32
2188,2188,1,50,52.46640801374589,13.411275799282924,10
2189,2189,1,50,52.46640801374589,13.423813787476035,87
2190,2190,1,50,52.46640801374589,13.43635177566915,109
2191,2191,1,50,52.46640801374589,13.448889763862264,90
2192,2192,1,50,52.46640801374589,13.461427752055377,36
2193,2193,1,50,52.46640801374589,13.47396574024849,25
2194,2194,1,50,52.46640801374589,13.486503728441605,36
2195,2195,1,50,52.46640801374589,13.499041716634716,39
2196,2196,1,50,52.46640801374589,13.51157970482783,60
2197,2197,1,50,52.46640801374589,13.524117693020942,60
2198,2198,1,50,52.46640801374589,13.536655681214055,12
2199,2199,1,50,52.46640801374589,13.549193669407169,14
2200,2200,1,50,52.46640801374589,13.561731657600282,4
2201,2201,1,50,52.46640801374589,13.574269645793397,35
2202,2202,1,50,52.46640801374589,13.586807633986508,10
2203,2203,1,50,52.47545173107545,13.19813,4
2204,2204,1,50,52.47545173107545,13.210667988193114,2
2205,2205,1,50,52.47545173107545,13.223205976386229,0
2206,2206,1,50,52.47545173107545,13.23574396457934,0
2207,2207,1,50,52.47545173107545,13.248281952772452,0
2208,2208,1,50,52.47545173107545,13.260819940965566,3
2209,2209,1,50,52.47545173107545,13.27335792915868,23
2210,2210,1,50,52.47545173107545,13.285895917351793,62
2211,2211,1,50,52.47545173107545,13.298433905544906,54
2212,2212,1,50,52.47545173107545,13.31097189373802,53
2213,2213,1,50,52.47545173107545,13.323509881931132,77
2214,2214,1,50,52.47545173107545,13.336047870124244,64
2215,2215,1,50,52.47545173107545,13.348585858317358,80
2216,2216,1,50,52.47545173107545,13.361123846510472,33
2217,2217,1,50,52.47545173107545,13.373661834703585,17
2218,2218,1,50,52.47545173107545,13.386199822896698,26
2219,2219,1,50,52.47545173107545,13.398737811089813,1
2220,2220,1,50,52.47545173107545,13.411275799282924,24
2221,2221,1,50,52.47545173107545,13.423813787476035,88
2222,2222,1,50,52.47545173107545,13.43635177566915,209
2223,2223,1,50,52.47545173107545,13.448889763862264,129
2224,2224,1,50,52.47545173107545,13.461427752055377,52
2225,2225,1,50,52.47545173107545,13.47396574024849,12
2226,2226,1,50,52.47545173107545,13.486503728441605,12
2227,2227,1,50,52.47545173107545,13.499041716634716,13
2228,2228,1,50,52.47545173107545,13.51157970482783,16
2229,2229,1,50,52.47545173107545,13.524117693020942,47
2230,2230,1,50,52.47545173107545,13.536655681214055,12
2231,2231,1,50,52.47545173107545,13.549193669407169,4
2232,2232,1,50,52.47545173107545,13.561731657600282,3
2233,2233,1,50,52.47545173107545,13.574269645793397,1
2234,2234,1,50,52.47545173107545,13.586807633986508,10
2235,2235,1,50,52.48449544840502,13.19813,4
2236,2236,1,50,52.48449544840502,13.210667988193114,0
2237,2237,1,50,52.48449544840502,13.223205976386229,0
2238,2238,1,50,52.48449544840502,13.23574396457934,0
2239,2239,1,50,52.48449544840502,13.248281952772452,2
2240,2240,1,50,52.48449544840502,13.260819940965566,16
2241,2241,1,50,52.48449544840502,13.27335792915868,36
2242,2242,1,50,52.48449544840502,13.285895917351793,49
2243,2243,1,50,52.48449544840502,13.298433905544906,34
2244,2244,1,50,52.48449544840502,13.31097189373802,72
2245,2245,1,50,52.48449544840502,13.323509881931132,53
2246,2246,1,50,52.48449544840502,13.336047870124244,97
2247,2247,1,50,52.48449544840502,13.348585858317358,207
2248,2248,1,50,52.48449544840502,13.361123846510472,177
2249,2249,1,50,52.48449544840502,13.373661834703585,41
2250,2250,1,50,52.48449544840502,13.386199822896698,168
2251,2251,1,50,52.48449544840502,13.398737811089813,152
2252,2252,1,50,52.48449544840502,13.411275799282924,34
2253,2253,1,50,52.48449544840502,13.423813787476035,98
2254,2254,1,50,52.48449544840502,13.43635177566915,165
2255,2255,1,50,52.48449544840502,13.448889763862264,149
2256,2256,1,50,52.48449544840502,13.461427752055377,47
2257,2257,1,50,52.48449544840502,13.47396574024849,12
2258,2258,1,50,52.48449544840502,13.486503728441605,12
2259,2259,1,50,52.48449544840502,13.499041716634716,4
2260,2260,1,50,52.48449544840502,13.51157970482783,29
2261,2261,1,50,52.48449544840502,13.524117693020942,60
2262,2262,1,50,52.48449544840502,13.536655681214055,52
2263,2263,1,50,52.48449544840502,13.549193669407169,6
2264,2264,1,50,52.48449544840502,13.561731657600282,10
2265,2265,1,50,52.48449544840502,13.574269645793397,12
2266,2266,1,50,52.48449544840502,13.586807633986508,12
2267,2267,1,50,52.49353916573459,13.19813,0
2268,2268,1,50,52.49353916573459,13.210667988193114,1
2269,2269,1,50,52.49353916573459,13.223205976386229,0
2270,2270,1,50,52.49353916573459,13.23574396457934,0
2271,2271,1,50,52.49353916573459,13.248281952772452,3
2272,2272,1,50,52.49353916573459,13.260819940965566,14
2273,2273,1,50,52.49353916573459,13.27335792915868,24
2274,2274,1,50,52.49353916573459,13.285895917351793,55
2275,2275,1,50,52.49353916573459,13.298433905544906,96
2276,2276,1,50,52.49353916573459,13.31097189373802,96
2277,2277,1,50,52.49353916573459,13.323509881931132,105
2278,2278,1,50,52.49353916573459,13.336047870124244,39
2279,2279,1,50,52.49353916573459,13.348585858317358,126
2280,2280,1,50,52.49353916573459,13.361123846510472,86
2281,2281,1,50,52.49353916573459,13.373661834703585,82
2282,2282,1,50,52.49353916573459,13.386199822896698,176
2283,2283,1,50,52.49353916573459,13.398737811089813,186
2284,2284,1,50,52.49353916573459,13.411275799282924,84
2285,2285,1,50,52.49353916573459,13.423813787476035,116
2286,2286,1,50,52.49353916573459,13.43635177566915,77
2287,2287,1,50,52.49353916573459,13.448889763862264,53
2288,2288,1,50,52.49353916573459,13.461427752055377,36
2289,2289,1,50,52.49353916573459,13.47396574024849,20
2290,2290,1,50,52.49353916573459,13.486503728441605,20
2291,2291,1,50,52.49353916573459,13.499041716634716,21
2292,2292,1,50,52.49353916573459,13.51157970482783,16
2293,2293,1,50,52.49353916573459,13.524117693020942,25
2294,2294,1,50,52.49353916573459,13.536655681214055,11
2295,2295,1,50,52.49353916573459,13.549193669407169,1
2296,2296,1,50,52.49353916573459,13.561731657600282,5
2297,2297,1,50,52.49353916573459,13.574269645793397,12
2298,2298,1,50,52.49353916573459,13.586807633986508,9
2299,2299,1,50,52.50258288306416,13.19813,9
2300,2300,1,50,52.50258288306416,13.210667988193114,11
2301,2301,1,50,52.50258288306416,13.223205976386229,11
2302,2302,1,50,52.50258288306416,13.23574396457934,6
2303,2303,1,50,52.50258288306416,13.248281952772452,6
2304,2304,1,50,52.50258288306416,13.260819940965566,14
2305,2305,1,50,52.50258288306416,13.27335792915868,27
2306,2306,1,50,52.50258288306416,13.285895917351793,87
2307,2307,1,50,52.50258288306416,13.298433905544906,120
2308,2308,1,50,52.50258288306416,13.31097189373802,105
2309,2309,1,50,52.50258288306416,13.323509881931132,142
2310,2310,1,50,52.50258288306416,13.336047870124244,141
2311,2311,1,50,52.50258288306416,13.348585858317358,80
2312,2312,1,50,52.50258288306416,13.361123846510472,59
2313,2313,1,50,52.50258288306416,13.373661834703585,70
2314,2314,1,50,52.50258288306416,13.386199822896698,30
2315,2315,1,50,52.50258288306416,13.398737811089813,21
2316,2316,1,50,52.50258288306416,13.411275799282924,72
2317,2317,1,50,52.50258288306416,13.423813787476035,100
2318,2318,1,50,52.50258288306416,13.43635177566915,38
2319,2319,1,50,52.50258288306416,13.448889763862264,58
2320,2320,1,50,52.50258288306416,13.461427752055377,95
2321,2321,1,50,52.50258288306416,13.47396574024849,93
2322,2322,1,50,52.50258288306416,13.486503728441605,51
2323,2323,1,50,52.50258288306416,13.499041716634716,45
2324,2324,1,50,52.50258288306416,13.51157970482783,35
2325,2325,1,50,52.50258288306416,13.524117693020942,26
2326,2326,1,50,52.50258288306416,13.536655681214055,0
2327,2327,1,50,52.50258288306416,13.549193669407169,8
2328,2328,1,50,52.50258288306416,13.561731657600282,9
2329,2329,1,50,52.50258288306416,13.574269645793397,9
2330,2330,1,50,52.50258288306416,13.586807633986508,11
2331,2331,1,50,52.511626600393726,13.19813,24
2332,2332,1,50,52.511626600393726,13.210667988193114,20
2333,2333,1,50,52.511626600393726,13.223205976386229,14
2334,2334,1,50,52.511626600393726,13.23574396457934,20
2335,2335,1,50,52.511626600393726,13.248281952772452,22
2336,2336,1,50,52.511626600393726,13.260819940965566,52
2337,2337,1,50,52.511626600393726,13.27335792915868,67
2338,2338,1,50,52.511626600393726,13.285895917351793,200
2339,2339,1,50,52.511626600393726,13.298433905544906,237
2340,2340,1,50,52.511626600393726,13.31097189373802,102
2341,2341,1,50,52.511626600393726,13.323509881931132,55
2342,2342,1,50,52.511626600393726,13.336047870124244,98
